ref_image,input_image,x-shift,y-shift
TranslationDataset/Train/reference/slide001_core01196.png,TranslationDataset/Train/input/slide001_core01196.png,9,8
TranslationDataset/Train/reference/slide001_core01197.png,TranslationDataset/Train/input/slide001_core01197.png,9,52
TranslationDataset/Train/reference/slide001_core01198.png,TranslationDataset/Train/input/slide001_core01198.png,14,9
TranslationDataset/Train/reference/slide001_core01199.png,TranslationDataset/Train/input/slide001_core01199.png,33,45
TranslationDataset/Train/reference/slide001_core011100.png,TranslationDataset/Train/input/slide001_core011100.png,8,32
TranslationDataset/Train/reference/slide001_core011101.png,TranslationDataset/Train/input/slide001_core011101.png,16,12
TranslationDataset/Train/reference/slide001_core011102.png,TranslationDataset/Train/input/slide001_core011102.png,52,60
TranslationDataset/Train/reference/slide001_core011103.png,TranslationDataset/Train/input/slide001_core011103.png,34,44
TranslationDataset/Train/reference/slide001_core011104.png,TranslationDataset/Train/input/slide001_core011104.png,5,21
TranslationDataset/Train/reference/slide001_core011105.png,TranslationDataset/Train/input/slide001_core011105.png,50,32
TranslationDataset/Train/reference/slide001_core011106.png,TranslationDataset/Train/input/slide001_core011106.png,42,43
TranslationDataset/Train/reference/slide001_core011107.png,TranslationDataset/Train/input/slide001_core011107.png,28,27
TranslationDataset/Train/reference/slide001_core011108.png,TranslationDataset/Train/input/slide001_core011108.png,16,61
TranslationDataset/Train/reference/slide001_core011109.png,TranslationDataset/Train/input/slide001_core011109.png,51,32
TranslationDataset/Train/reference/slide001_core011110.png,TranslationDataset/Train/input/slide001_core011110.png,31,59
TranslationDataset/Train/reference/slide001_core011111.png,TranslationDataset/Train/input/slide001_core011111.png,18,59
TranslationDataset/Train/reference/slide001_core011112.png,TranslationDataset/Train/input/slide001_core011112.png,51,59
TranslationDataset/Train/reference/slide001_core011113.png,TranslationDataset/Train/input/slide001_core011113.png,10,0
TranslationDataset/Train/reference/slide001_core011114.png,TranslationDataset/Train/input/slide001_core011114.png,34,52
TranslationDataset/Train/reference/slide001_core011115.png,TranslationDataset/Train/input/slide001_core011115.png,60,51
TranslationDataset/Train/reference/slide001_core011116.png,TranslationDataset/Train/input/slide001_core011116.png,18,9
TranslationDataset/Train/reference/slide001_core011117.png,TranslationDataset/Train/input/slide001_core011117.png,40,56
TranslationDataset/Train/reference/slide001_core011118.png,TranslationDataset/Train/input/slide001_core011118.png,18,19
TranslationDataset/Train/reference/slide001_core011119.png,TranslationDataset/Train/input/slide001_core011119.png,58,3
TranslationDataset/Train/reference/slide001_core011120.png,TranslationDataset/Train/input/slide001_core011120.png,0,58
TranslationDataset/Train/reference/slide001_core011121.png,TranslationDataset/Train/input/slide001_core011121.png,24,60
TranslationDataset/Train/reference/slide001_core011122.png,TranslationDataset/Train/input/slide001_core011122.png,32,33
TranslationDataset/Train/reference/slide001_core011123.png,TranslationDataset/Train/input/slide001_core011123.png,53,45
TranslationDataset/Train/reference/slide001_core011124.png,TranslationDataset/Train/input/slide001_core011124.png,60,4
TranslationDataset/Train/reference/slide001_core011125.png,TranslationDataset/Train/input/slide001_core011125.png,17,38
TranslationDataset/Train/reference/slide001_core011126.png,TranslationDataset/Train/input/slide001_core011126.png,9,42
TranslationDataset/Train/reference/slide001_core011127.png,TranslationDataset/Train/input/slide001_core011127.png,13,33
TranslationDataset/Train/reference/slide001_core011128.png,TranslationDataset/Train/input/slide001_core011128.png,36,40
TranslationDataset/Train/reference/slide001_core011129.png,TranslationDataset/Train/input/slide001_core011129.png,63,45
TranslationDataset/Train/reference/slide001_core011130.png,TranslationDataset/Train/input/slide001_core011130.png,49,47
TranslationDataset/Train/reference/slide001_core011131.png,TranslationDataset/Train/input/slide001_core011131.png,61,39
TranslationDataset/Train/reference/slide001_core011132.png,TranslationDataset/Train/input/slide001_core011132.png,61,27
TranslationDataset/Train/reference/slide001_core011133.png,TranslationDataset/Train/input/slide001_core011133.png,38,21
TranslationDataset/Train/reference/slide001_core011134.png,TranslationDataset/Train/input/slide001_core011134.png,46,40
TranslationDataset/Train/reference/slide001_core011135.png,TranslationDataset/Train/input/slide001_core011135.png,22,33
TranslationDataset/Train/reference/slide001_core011136.png,TranslationDataset/Train/input/slide001_core011136.png,0,5
TranslationDataset/Train/reference/slide001_core011137.png,TranslationDataset/Train/input/slide001_core011137.png,13,38
TranslationDataset/Train/reference/slide001_core011138.png,TranslationDataset/Train/input/slide001_core011138.png,29,24
TranslationDataset/Train/reference/slide001_core011139.png,TranslationDataset/Train/input/slide001_core011139.png,51,40
TranslationDataset/Train/reference/slide001_core011140.png,TranslationDataset/Train/input/slide001_core011140.png,17,18
TranslationDataset/Train/reference/slide001_core011141.png,TranslationDataset/Train/input/slide001_core011141.png,25,25
TranslationDataset/Train/reference/slide001_core011142.png,TranslationDataset/Train/input/slide001_core011142.png,39,53
TranslationDataset/Train/reference/slide001_core011143.png,TranslationDataset/Train/input/slide001_core011143.png,20,42
TranslationDataset/Train/reference/slide001_core011144.png,TranslationDataset/Train/input/slide001_core011144.png,37,12
TranslationDataset/Train/reference/slide001_core011145.png,TranslationDataset/Train/input/slide001_core011145.png,30,51
TranslationDataset/Train/reference/slide001_core011146.png,TranslationDataset/Train/input/slide001_core011146.png,18,10
TranslationDataset/Train/reference/slide001_core011147.png,TranslationDataset/Train/input/slide001_core011147.png,2,42
TranslationDataset/Train/reference/slide001_core011148.png,TranslationDataset/Train/input/slide001_core011148.png,6,36
TranslationDataset/Train/reference/slide001_core011149.png,TranslationDataset/Train/input/slide001_core011149.png,5,25
TranslationDataset/Train/reference/slide001_core011150.png,TranslationDataset/Train/input/slide001_core011150.png,34,14
TranslationDataset/Train/reference/slide001_core011151.png,TranslationDataset/Train/input/slide001_core011151.png,16,24
TranslationDataset/Train/reference/slide001_core011152.png,TranslationDataset/Train/input/slide001_core011152.png,30,14
TranslationDataset/Train/reference/slide001_core011153.png,TranslationDataset/Train/input/slide001_core011153.png,30,46
TranslationDataset/Train/reference/slide001_core011154.png,TranslationDataset/Train/input/slide001_core011154.png,42,53
TranslationDataset/Train/reference/slide001_core011155.png,TranslationDataset/Train/input/slide001_core011155.png,55,26
TranslationDataset/Train/reference/slide001_core011156.png,TranslationDataset/Train/input/slide001_core011156.png,26,37
TranslationDataset/Train/reference/slide001_core011157.png,TranslationDataset/Train/input/slide001_core011157.png,49,11
TranslationDataset/Train/reference/slide001_core011158.png,TranslationDataset/Train/input/slide001_core011158.png,20,54
TranslationDataset/Train/reference/slide001_core011159.png,TranslationDataset/Train/input/slide001_core011159.png,21,63
TranslationDataset/Train/reference/slide001_core011160.png,TranslationDataset/Train/input/slide001_core011160.png,7,30
TranslationDataset/Train/reference/slide001_core011161.png,TranslationDataset/Train/input/slide001_core011161.png,51,9
TranslationDataset/Train/reference/slide001_core011162.png,TranslationDataset/Train/input/slide001_core011162.png,24,57
TranslationDataset/Train/reference/slide001_core011163.png,TranslationDataset/Train/input/slide001_core011163.png,25,8
TranslationDataset/Train/reference/slide001_core011164.png,TranslationDataset/Train/input/slide001_core011164.png,46,22
TranslationDataset/Train/reference/slide001_core011165.png,TranslationDataset/Train/input/slide001_core011165.png,35,20
TranslationDataset/Train/reference/slide001_core011166.png,TranslationDataset/Train/input/slide001_core011166.png,39,23
TranslationDataset/Train/reference/slide001_core011167.png,TranslationDataset/Train/input/slide001_core011167.png,9,14
TranslationDataset/Train/reference/slide001_core011168.png,TranslationDataset/Train/input/slide001_core011168.png,53,10
TranslationDataset/Train/reference/slide001_core011169.png,TranslationDataset/Train/input/slide001_core011169.png,56,18
TranslationDataset/Train/reference/slide001_core011170.png,TranslationDataset/Train/input/slide001_core011170.png,43,63
TranslationDataset/Train/reference/slide001_core011171.png,TranslationDataset/Train/input/slide001_core011171.png,43,29
TranslationDataset/Train/reference/slide001_core011172.png,TranslationDataset/Train/input/slide001_core011172.png,49,7
TranslationDataset/Train/reference/slide001_core011173.png,TranslationDataset/Train/input/slide001_core011173.png,21,7
TranslationDataset/Train/reference/slide001_core011174.png,TranslationDataset/Train/input/slide001_core011174.png,22,16
TranslationDataset/Train/reference/slide001_core011175.png,TranslationDataset/Train/input/slide001_core011175.png,34,12
TranslationDataset/Train/reference/slide001_core011176.png,TranslationDataset/Train/input/slide001_core011176.png,37,56
TranslationDataset/Train/reference/slide001_core011177.png,TranslationDataset/Train/input/slide001_core011177.png,40,58
TranslationDataset/Train/reference/slide001_core011178.png,TranslationDataset/Train/input/slide001_core011178.png,34,11
TranslationDataset/Train/reference/slide001_core011179.png,TranslationDataset/Train/input/slide001_core011179.png,17,19
TranslationDataset/Train/reference/slide001_core011180.png,TranslationDataset/Train/input/slide001_core011180.png,20,57
TranslationDataset/Train/reference/slide001_core011181.png,TranslationDataset/Train/input/slide001_core011181.png,27,25
TranslationDataset/Train/reference/slide001_core011182.png,TranslationDataset/Train/input/slide001_core011182.png,23,54
TranslationDataset/Train/reference/slide001_core011183.png,TranslationDataset/Train/input/slide001_core011183.png,12,7
TranslationDataset/Train/reference/slide001_core011184.png,TranslationDataset/Train/input/slide001_core011184.png,18,14
TranslationDataset/Train/reference/slide001_core011185.png,TranslationDataset/Train/input/slide001_core011185.png,13,61
TranslationDataset/Train/reference/slide001_core011186.png,TranslationDataset/Train/input/slide001_core011186.png,41,15
TranslationDataset/Train/reference/slide001_core011187.png,TranslationDataset/Train/input/slide001_core011187.png,13,46
TranslationDataset/Train/reference/slide001_core011188.png,TranslationDataset/Train/input/slide001_core011188.png,34,38
TranslationDataset/Train/reference/slide001_core011189.png,TranslationDataset/Train/input/slide001_core011189.png,0,34
TranslationDataset/Train/reference/slide001_core011190.png,TranslationDataset/Train/input/slide001_core011190.png,3,46
TranslationDataset/Train/reference/slide001_core011191.png,TranslationDataset/Train/input/slide001_core011191.png,28,37
TranslationDataset/Train/reference/slide001_core011192.png,TranslationDataset/Train/input/slide001_core011192.png,63,55
TranslationDataset/Train/reference/slide001_core011193.png,TranslationDataset/Train/input/slide001_core011193.png,18,62
TranslationDataset/Train/reference/slide001_core011194.png,TranslationDataset/Train/input/slide001_core011194.png,53,45
TranslationDataset/Train/reference/slide001_core011195.png,TranslationDataset/Train/input/slide001_core011195.png,57,50
TranslationDataset/Train/reference/slide001_core011196.png,TranslationDataset/Train/input/slide001_core011196.png,40,35
TranslationDataset/Train/reference/slide001_core011197.png,TranslationDataset/Train/input/slide001_core011197.png,2,53
TranslationDataset/Train/reference/slide001_core011198.png,TranslationDataset/Train/input/slide001_core011198.png,40,47
TranslationDataset/Train/reference/slide001_core011199.png,TranslationDataset/Train/input/slide001_core011199.png,35,23
TranslationDataset/Train/reference/slide001_core011200.png,TranslationDataset/Train/input/slide001_core011200.png,38,59
TranslationDataset/Train/reference/slide001_core011201.png,TranslationDataset/Train/input/slide001_core011201.png,21,21
TranslationDataset/Train/reference/slide001_core011202.png,TranslationDataset/Train/input/slide001_core011202.png,49,36
TranslationDataset/Train/reference/slide001_core011203.png,TranslationDataset/Train/input/slide001_core011203.png,34,2
TranslationDataset/Train/reference/slide001_core011204.png,TranslationDataset/Train/input/slide001_core011204.png,51,26
TranslationDataset/Train/reference/slide001_core011205.png,TranslationDataset/Train/input/slide001_core011205.png,37,32
TranslationDataset/Train/reference/slide001_core011206.png,TranslationDataset/Train/input/slide001_core011206.png,39,14
TranslationDataset/Train/reference/slide001_core011207.png,TranslationDataset/Train/input/slide001_core011207.png,24,43
TranslationDataset/Train/reference/slide001_core011208.png,TranslationDataset/Train/input/slide001_core011208.png,55,33
TranslationDataset/Train/reference/slide001_core011209.png,TranslationDataset/Train/input/slide001_core011209.png,5,45
TranslationDataset/Train/reference/slide001_core011210.png,TranslationDataset/Train/input/slide001_core011210.png,2,60
TranslationDataset/Train/reference/slide001_core011211.png,TranslationDataset/Train/input/slide001_core011211.png,22,51
TranslationDataset/Train/reference/slide001_core011212.png,TranslationDataset/Train/input/slide001_core011212.png,11,11
TranslationDataset/Train/reference/slide001_core011213.png,TranslationDataset/Train/input/slide001_core011213.png,8,53
TranslationDataset/Train/reference/slide001_core011214.png,TranslationDataset/Train/input/slide001_core011214.png,55,46
TranslationDataset/Train/reference/slide001_core011215.png,TranslationDataset/Train/input/slide001_core011215.png,21,8
TranslationDataset/Train/reference/slide001_core011216.png,TranslationDataset/Train/input/slide001_core011216.png,3,22
TranslationDataset/Train/reference/slide001_core011217.png,TranslationDataset/Train/input/slide001_core011217.png,4,61
TranslationDataset/Train/reference/slide001_core011218.png,TranslationDataset/Train/input/slide001_core011218.png,30,52
TranslationDataset/Train/reference/slide001_core011219.png,TranslationDataset/Train/input/slide001_core011219.png,41,34
TranslationDataset/Train/reference/slide001_core011220.png,TranslationDataset/Train/input/slide001_core011220.png,61,2
TranslationDataset/Train/reference/slide001_core011221.png,TranslationDataset/Train/input/slide001_core011221.png,52,55
TranslationDataset/Train/reference/slide001_core011222.png,TranslationDataset/Train/input/slide001_core011222.png,16,61
TranslationDataset/Train/reference/slide001_core011223.png,TranslationDataset/Train/input/slide001_core011223.png,2,3
TranslationDataset/Train/reference/slide001_core011224.png,TranslationDataset/Train/input/slide001_core011224.png,48,56
TranslationDataset/Train/reference/slide001_core011225.png,TranslationDataset/Train/input/slide001_core011225.png,63,32
TranslationDataset/Train/reference/slide001_core011226.png,TranslationDataset/Train/input/slide001_core011226.png,9,44
TranslationDataset/Train/reference/slide001_core011227.png,TranslationDataset/Train/input/slide001_core011227.png,33,53
TranslationDataset/Train/reference/slide001_core011228.png,TranslationDataset/Train/input/slide001_core011228.png,55,23
TranslationDataset/Train/reference/slide001_core011229.png,TranslationDataset/Train/input/slide001_core011229.png,38,34
TranslationDataset/Train/reference/slide001_core011230.png,TranslationDataset/Train/input/slide001_core011230.png,26,44
TranslationDataset/Train/reference/slide001_core011231.png,TranslationDataset/Train/input/slide001_core011231.png,31,28
TranslationDataset/Train/reference/slide001_core011232.png,TranslationDataset/Train/input/slide001_core011232.png,16,43
TranslationDataset/Train/reference/slide001_core011233.png,TranslationDataset/Train/input/slide001_core011233.png,38,39
TranslationDataset/Train/reference/slide001_core011234.png,TranslationDataset/Train/input/slide001_core011234.png,44,25
TranslationDataset/Train/reference/slide001_core011235.png,TranslationDataset/Train/input/slide001_core011235.png,59,39
TranslationDataset/Train/reference/slide001_core011236.png,TranslationDataset/Train/input/slide001_core011236.png,61,45
TranslationDataset/Train/reference/slide001_core011237.png,TranslationDataset/Train/input/slide001_core011237.png,57,19
TranslationDataset/Train/reference/slide001_core011238.png,TranslationDataset/Train/input/slide001_core011238.png,41,46
TranslationDataset/Train/reference/slide001_core011239.png,TranslationDataset/Train/input/slide001_core011239.png,7,8
TranslationDataset/Train/reference/slide001_core011240.png,TranslationDataset/Train/input/slide001_core011240.png,23,10
TranslationDataset/Train/reference/slide001_core011241.png,TranslationDataset/Train/input/slide001_core011241.png,0,10
TranslationDataset/Train/reference/slide001_core011242.png,TranslationDataset/Train/input/slide001_core011242.png,40,7
TranslationDataset/Train/reference/slide001_core011243.png,TranslationDataset/Train/input/slide001_core011243.png,35,45
TranslationDataset/Train/reference/slide001_core011244.png,TranslationDataset/Train/input/slide001_core011244.png,59,27
TranslationDataset/Train/reference/slide001_core011245.png,TranslationDataset/Train/input/slide001_core011245.png,34,34
TranslationDataset/Train/reference/slide001_core011246.png,TranslationDataset/Train/input/slide001_core011246.png,22,38
TranslationDataset/Train/reference/slide001_core011247.png,TranslationDataset/Train/input/slide001_core011247.png,23,19
TranslationDataset/Train/reference/slide001_core011248.png,TranslationDataset/Train/input/slide001_core011248.png,53,4
TranslationDataset/Train/reference/slide001_core011249.png,TranslationDataset/Train/input/slide001_core011249.png,8,32
TranslationDataset/Train/reference/slide001_core011250.png,TranslationDataset/Train/input/slide001_core011250.png,39,57
TranslationDataset/Train/reference/slide001_core011251.png,TranslationDataset/Train/input/slide001_core011251.png,21,60
TranslationDataset/Train/reference/slide001_core011252.png,TranslationDataset/Train/input/slide001_core011252.png,41,41
TranslationDataset/Train/reference/slide001_core011253.png,TranslationDataset/Train/input/slide001_core011253.png,31,30
TranslationDataset/Train/reference/slide001_core011254.png,TranslationDataset/Train/input/slide001_core011254.png,45,42
TranslationDataset/Train/reference/slide001_core011255.png,TranslationDataset/Train/input/slide001_core011255.png,12,2
TranslationDataset/Train/reference/slide001_core011256.png,TranslationDataset/Train/input/slide001_core011256.png,20,18
TranslationDataset/Train/reference/slide001_core011257.png,TranslationDataset/Train/input/slide001_core011257.png,15,4
TranslationDataset/Train/reference/slide001_core011258.png,TranslationDataset/Train/input/slide001_core011258.png,46,38
TranslationDataset/Train/reference/slide001_core011259.png,TranslationDataset/Train/input/slide001_core011259.png,36,25
TranslationDataset/Train/reference/slide001_core011260.png,TranslationDataset/Train/input/slide001_core011260.png,59,15
TranslationDataset/Train/reference/slide001_core011261.png,TranslationDataset/Train/input/slide001_core011261.png,54,51
TranslationDataset/Train/reference/slide001_core011262.png,TranslationDataset/Train/input/slide001_core011262.png,36,35
TranslationDataset/Train/reference/slide001_core011263.png,TranslationDataset/Train/input/slide001_core011263.png,58,15
TranslationDataset/Train/reference/slide001_core011264.png,TranslationDataset/Train/input/slide001_core011264.png,41,40
TranslationDataset/Train/reference/slide001_core011265.png,TranslationDataset/Train/input/slide001_core011265.png,49,8
TranslationDataset/Train/reference/slide001_core011266.png,TranslationDataset/Train/input/slide001_core011266.png,7,50
TranslationDataset/Train/reference/slide001_core011267.png,TranslationDataset/Train/input/slide001_core011267.png,62,11
TranslationDataset/Train/reference/slide001_core011268.png,TranslationDataset/Train/input/slide001_core011268.png,9,27
TranslationDataset/Train/reference/slide001_core011269.png,TranslationDataset/Train/input/slide001_core011269.png,15,49
TranslationDataset/Train/reference/slide001_core011270.png,TranslationDataset/Train/input/slide001_core011270.png,24,13
TranslationDataset/Train/reference/slide001_core011271.png,TranslationDataset/Train/input/slide001_core011271.png,49,18
TranslationDataset/Train/reference/slide001_core011272.png,TranslationDataset/Train/input/slide001_core011272.png,61,44
