ref_image,input_image,x-shift,y-shift
TranslationDataset/Test/reference/slide003_core09222.png,TranslationDataset/Test/input/slide003_core09222.png,56,55
TranslationDataset/Test/reference/slide003_core09223.png,TranslationDataset/Test/input/slide003_core09223.png,19,52
TranslationDataset/Test/reference/slide003_core09224.png,TranslationDataset/Test/input/slide003_core09224.png,27,21
TranslationDataset/Test/reference/slide003_core09225.png,TranslationDataset/Test/input/slide003_core09225.png,26,53
TranslationDataset/Test/reference/slide003_core09226.png,TranslationDataset/Test/input/slide003_core09226.png,57,32
TranslationDataset/Test/reference/slide003_core09227.png,TranslationDataset/Test/input/slide003_core09227.png,31,27
TranslationDataset/Test/reference/slide003_core09228.png,TranslationDataset/Test/input/slide003_core09228.png,49,54
TranslationDataset/Test/reference/slide003_core09229.png,TranslationDataset/Test/input/slide003_core09229.png,29,57
TranslationDataset/Test/reference/slide003_core09230.png,TranslationDataset/Test/input/slide003_core09230.png,59,44
TranslationDataset/Test/reference/slide003_core09231.png,TranslationDataset/Test/input/slide003_core09231.png,6,38
TranslationDataset/Test/reference/slide003_core09232.png,TranslationDataset/Test/input/slide003_core09232.png,13,25
TranslationDataset/Test/reference/slide003_core09233.png,TranslationDataset/Test/input/slide003_core09233.png,61,22
TranslationDataset/Test/reference/slide003_core09234.png,TranslationDataset/Test/input/slide003_core09234.png,46,44
TranslationDataset/Test/reference/slide003_core09235.png,TranslationDataset/Test/input/slide003_core09235.png,60,21
TranslationDataset/Test/reference/slide003_core09236.png,TranslationDataset/Test/input/slide003_core09236.png,49,14
TranslationDataset/Test/reference/slide003_core09237.png,TranslationDataset/Test/input/slide003_core09237.png,4,29
TranslationDataset/Test/reference/slide003_core09238.png,TranslationDataset/Test/input/slide003_core09238.png,10,7
TranslationDataset/Test/reference/slide003_core09239.png,TranslationDataset/Test/input/slide003_core09239.png,36,55
TranslationDataset/Test/reference/slide003_core09240.png,TranslationDataset/Test/input/slide003_core09240.png,47,15
TranslationDataset/Test/reference/slide003_core09241.png,TranslationDataset/Test/input/slide003_core09241.png,29,2
TranslationDataset/Test/reference/slide003_core09242.png,TranslationDataset/Test/input/slide003_core09242.png,49,32
TranslationDataset/Test/reference/slide003_core09243.png,TranslationDataset/Test/input/slide003_core09243.png,16,19
TranslationDataset/Test/reference/slide003_core09244.png,TranslationDataset/Test/input/slide003_core09244.png,40,36
TranslationDataset/Test/reference/slide003_core09245.png,TranslationDataset/Test/input/slide003_core09245.png,57,14
TranslationDataset/Test/reference/slide003_core09246.png,TranslationDataset/Test/input/slide003_core09246.png,9,16
TranslationDataset/Test/reference/slide003_core09247.png,TranslationDataset/Test/input/slide003_core09247.png,44,50
TranslationDataset/Test/reference/slide003_core09248.png,TranslationDataset/Test/input/slide003_core09248.png,5,5
TranslationDataset/Test/reference/slide003_core09249.png,TranslationDataset/Test/input/slide003_core09249.png,14,5
TranslationDataset/Test/reference/slide003_core09250.png,TranslationDataset/Test/input/slide003_core09250.png,40,18
TranslationDataset/Test/reference/slide003_core09251.png,TranslationDataset/Test/input/slide003_core09251.png,45,57
TranslationDataset/Test/reference/slide003_core09252.png,TranslationDataset/Test/input/slide003_core09252.png,35,15
TranslationDataset/Test/reference/slide003_core09253.png,TranslationDataset/Test/input/slide003_core09253.png,25,44
TranslationDataset/Test/reference/slide003_core09254.png,TranslationDataset/Test/input/slide003_core09254.png,48,25
TranslationDataset/Test/reference/slide003_core09255.png,TranslationDataset/Test/input/slide003_core09255.png,10,25
TranslationDataset/Test/reference/slide003_core09256.png,TranslationDataset/Test/input/slide003_core09256.png,22,7
TranslationDataset/Test/reference/slide003_core09257.png,TranslationDataset/Test/input/slide003_core09257.png,12,14
TranslationDataset/Test/reference/slide003_core09258.png,TranslationDataset/Test/input/slide003_core09258.png,9,9
TranslationDataset/Test/reference/slide003_core09259.png,TranslationDataset/Test/input/slide003_core09259.png,36,20
TranslationDataset/Test/reference/slide003_core09260.png,TranslationDataset/Test/input/slide003_core09260.png,17,53
TranslationDataset/Test/reference/slide003_core09261.png,TranslationDataset/Test/input/slide003_core09261.png,50,17
TranslationDataset/Test/reference/slide003_core09262.png,TranslationDataset/Test/input/slide003_core09262.png,35,3
TranslationDataset/Test/reference/slide003_core09263.png,TranslationDataset/Test/input/slide003_core09263.png,10,46
TranslationDataset/Test/reference/slide003_core09264.png,TranslationDataset/Test/input/slide003_core09264.png,47,29
TranslationDataset/Test/reference/slide003_core09265.png,TranslationDataset/Test/input/slide003_core09265.png,43,11
TranslationDataset/Test/reference/slide003_core09266.png,TranslationDataset/Test/input/slide003_core09266.png,6,54
TranslationDataset/Test/reference/slide003_core09267.png,TranslationDataset/Test/input/slide003_core09267.png,12,23
TranslationDataset/Test/reference/slide003_core09268.png,TranslationDataset/Test/input/slide003_core09268.png,14,56
TranslationDataset/Test/reference/slide003_core09269.png,TranslationDataset/Test/input/slide003_core09269.png,57,36
TranslationDataset/Test/reference/slide003_core09270.png,TranslationDataset/Test/input/slide003_core09270.png,22,29
TranslationDataset/Test/reference/slide003_core09271.png,TranslationDataset/Test/input/slide003_core09271.png,23,31
TranslationDataset/Test/reference/slide003_core09272.png,TranslationDataset/Test/input/slide003_core09272.png,54,59
TranslationDataset/Test/reference/slide003_core09273.png,TranslationDataset/Test/input/slide003_core09273.png,30,5
TranslationDataset/Test/reference/slide003_core09274.png,TranslationDataset/Test/input/slide003_core09274.png,12,59
TranslationDataset/Test/reference/slide003_core09275.png,TranslationDataset/Test/input/slide003_core09275.png,4,52
TranslationDataset/Test/reference/slide003_core09276.png,TranslationDataset/Test/input/slide003_core09276.png,49,45
TranslationDataset/Test/reference/slide003_core09277.png,TranslationDataset/Test/input/slide003_core09277.png,19,60
TranslationDataset/Test/reference/slide003_core09278.png,TranslationDataset/Test/input/slide003_core09278.png,32,15
TranslationDataset/Test/reference/slide003_core09279.png,TranslationDataset/Test/input/slide003_core09279.png,33,14
TranslationDataset/Test/reference/slide003_core09280.png,TranslationDataset/Test/input/slide003_core09280.png,50,12
TranslationDataset/Test/reference/slide003_core09281.png,TranslationDataset/Test/input/slide003_core09281.png,41,6
TranslationDataset/Test/reference/slide003_core09282.png,TranslationDataset/Test/input/slide003_core09282.png,26,12
TranslationDataset/Test/reference/slide003_core09283.png,TranslationDataset/Test/input/slide003_core09283.png,46,3
TranslationDataset/Test/reference/slide003_core09284.png,TranslationDataset/Test/input/slide003_core09284.png,5,54
TranslationDataset/Test/reference/slide003_core09285.png,TranslationDataset/Test/input/slide003_core09285.png,63,52
TranslationDataset/Test/reference/slide003_core09286.png,TranslationDataset/Test/input/slide003_core09286.png,14,40
TranslationDataset/Test/reference/slide003_core09287.png,TranslationDataset/Test/input/slide003_core09287.png,8,22
TranslationDataset/Test/reference/slide003_core09288.png,TranslationDataset/Test/input/slide003_core09288.png,2,59
TranslationDataset/Test/reference/slide003_core09289.png,TranslationDataset/Test/input/slide003_core09289.png,49,28
TranslationDataset/Test/reference/slide003_core09290.png,TranslationDataset/Test/input/slide003_core09290.png,31,61
TranslationDataset/Test/reference/slide003_core09291.png,TranslationDataset/Test/input/slide003_core09291.png,25,45
TranslationDataset/Test/reference/slide003_core09292.png,TranslationDataset/Test/input/slide003_core09292.png,19,51
TranslationDataset/Test/reference/slide003_core09293.png,TranslationDataset/Test/input/slide003_core09293.png,56,63
TranslationDataset/Test/reference/slide003_core09294.png,TranslationDataset/Test/input/slide003_core09294.png,42,33
TranslationDataset/Test/reference/slide003_core09295.png,TranslationDataset/Test/input/slide003_core09295.png,5,0
TranslationDataset/Test/reference/slide003_core09296.png,TranslationDataset/Test/input/slide003_core09296.png,41,28
TranslationDataset/Test/reference/slide003_core09297.png,TranslationDataset/Test/input/slide003_core09297.png,10,11
TranslationDataset/Test/reference/slide003_core09298.png,TranslationDataset/Test/input/slide003_core09298.png,1,9
TranslationDataset/Test/reference/slide003_core09299.png,TranslationDataset/Test/input/slide003_core09299.png,44,21
TranslationDataset/Test/reference/slide003_core092100.png,TranslationDataset/Test/input/slide003_core092100.png,39,29
TranslationDataset/Test/reference/slide003_core092101.png,TranslationDataset/Test/input/slide003_core092101.png,39,19
TranslationDataset/Test/reference/slide003_core092102.png,TranslationDataset/Test/input/slide003_core092102.png,50,33
TranslationDataset/Test/reference/slide003_core092103.png,TranslationDataset/Test/input/slide003_core092103.png,63,15
TranslationDataset/Test/reference/slide003_core092104.png,TranslationDataset/Test/input/slide003_core092104.png,9,33
TranslationDataset/Test/reference/slide003_core092105.png,TranslationDataset/Test/input/slide003_core092105.png,40,35
TranslationDataset/Test/reference/slide003_core092106.png,TranslationDataset/Test/input/slide003_core092106.png,7,26
TranslationDataset/Test/reference/slide003_core092107.png,TranslationDataset/Test/input/slide003_core092107.png,54,14
TranslationDataset/Test/reference/slide003_core092108.png,TranslationDataset/Test/input/slide003_core092108.png,14,57
TranslationDataset/Test/reference/slide003_core092109.png,TranslationDataset/Test/input/slide003_core092109.png,45,32
TranslationDataset/Test/reference/slide003_core092110.png,TranslationDataset/Test/input/slide003_core092110.png,1,4
TranslationDataset/Test/reference/slide003_core092111.png,TranslationDataset/Test/input/slide003_core092111.png,29,36
TranslationDataset/Test/reference/slide003_core092112.png,TranslationDataset/Test/input/slide003_core092112.png,31,47
TranslationDataset/Test/reference/slide003_core092113.png,TranslationDataset/Test/input/slide003_core092113.png,24,23
TranslationDataset/Test/reference/slide003_core092114.png,TranslationDataset/Test/input/slide003_core092114.png,3,10
TranslationDataset/Test/reference/slide003_core092115.png,TranslationDataset/Test/input/slide003_core092115.png,54,11
TranslationDataset/Test/reference/slide003_core092116.png,TranslationDataset/Test/input/slide003_core092116.png,16,10
TranslationDataset/Test/reference/slide003_core092117.png,TranslationDataset/Test/input/slide003_core092117.png,47,7
TranslationDataset/Test/reference/slide003_core092118.png,TranslationDataset/Test/input/slide003_core092118.png,12,42
TranslationDataset/Test/reference/slide003_core092119.png,TranslationDataset/Test/input/slide003_core092119.png,48,7
TranslationDataset/Test/reference/slide003_core092120.png,TranslationDataset/Test/input/slide003_core092120.png,37,43
TranslationDataset/Test/reference/slide003_core092121.png,TranslationDataset/Test/input/slide003_core092121.png,24,54
TranslationDataset/Test/reference/slide003_core092122.png,TranslationDataset/Test/input/slide003_core092122.png,23,25
TranslationDataset/Test/reference/slide003_core092123.png,TranslationDataset/Test/input/slide003_core092123.png,41,52
TranslationDataset/Test/reference/slide003_core092124.png,TranslationDataset/Test/input/slide003_core092124.png,8,29
TranslationDataset/Test/reference/slide003_core092125.png,TranslationDataset/Test/input/slide003_core092125.png,44,43
TranslationDataset/Test/reference/slide003_core092126.png,TranslationDataset/Test/input/slide003_core092126.png,19,54
TranslationDataset/Test/reference/slide003_core092127.png,TranslationDataset/Test/input/slide003_core092127.png,32,41
TranslationDataset/Test/reference/slide003_core092128.png,TranslationDataset/Test/input/slide003_core092128.png,63,33
TranslationDataset/Test/reference/slide003_core092129.png,TranslationDataset/Test/input/slide003_core092129.png,25,47
TranslationDataset/Test/reference/slide003_core092130.png,TranslationDataset/Test/input/slide003_core092130.png,57,2
TranslationDataset/Test/reference/slide003_core092131.png,TranslationDataset/Test/input/slide003_core092131.png,23,10
TranslationDataset/Test/reference/slide003_core092132.png,TranslationDataset/Test/input/slide003_core092132.png,10,53
TranslationDataset/Test/reference/slide003_core092133.png,TranslationDataset/Test/input/slide003_core092133.png,29,29
TranslationDataset/Test/reference/slide003_core092134.png,TranslationDataset/Test/input/slide003_core092134.png,57,7
TranslationDataset/Test/reference/slide003_core092135.png,TranslationDataset/Test/input/slide003_core092135.png,12,53
TranslationDataset/Test/reference/slide003_core092136.png,TranslationDataset/Test/input/slide003_core092136.png,33,42
TranslationDataset/Test/reference/slide003_core092137.png,TranslationDataset/Test/input/slide003_core092137.png,49,45
TranslationDataset/Test/reference/slide003_core092138.png,TranslationDataset/Test/input/slide003_core092138.png,3,19
TranslationDataset/Test/reference/slide003_core092139.png,TranslationDataset/Test/input/slide003_core092139.png,22,54
TranslationDataset/Test/reference/slide003_core092140.png,TranslationDataset/Test/input/slide003_core092140.png,57,44
TranslationDataset/Test/reference/slide003_core092141.png,TranslationDataset/Test/input/slide003_core092141.png,47,53
TranslationDataset/Test/reference/slide003_core092142.png,TranslationDataset/Test/input/slide003_core092142.png,43,62
TranslationDataset/Test/reference/slide003_core092143.png,TranslationDataset/Test/input/slide003_core092143.png,47,18
TranslationDataset/Test/reference/slide003_core092144.png,TranslationDataset/Test/input/slide003_core092144.png,4,45
TranslationDataset/Test/reference/slide003_core092145.png,TranslationDataset/Test/input/slide003_core092145.png,17,12
TranslationDataset/Test/reference/slide003_core092146.png,TranslationDataset/Test/input/slide003_core092146.png,63,24
TranslationDataset/Test/reference/slide003_core092147.png,TranslationDataset/Test/input/slide003_core092147.png,38,12
TranslationDataset/Test/reference/slide003_core092148.png,TranslationDataset/Test/input/slide003_core092148.png,26,61
TranslationDataset/Test/reference/slide003_core092149.png,TranslationDataset/Test/input/slide003_core092149.png,9,25
TranslationDataset/Test/reference/slide003_core092150.png,TranslationDataset/Test/input/slide003_core092150.png,5,21
TranslationDataset/Test/reference/slide003_core092151.png,TranslationDataset/Test/input/slide003_core092151.png,58,31
TranslationDataset/Test/reference/slide003_core092152.png,TranslationDataset/Test/input/slide003_core092152.png,19,60
TranslationDataset/Test/reference/slide003_core092153.png,TranslationDataset/Test/input/slide003_core092153.png,10,9
TranslationDataset/Test/reference/slide003_core092154.png,TranslationDataset/Test/input/slide003_core092154.png,41,54
TranslationDataset/Test/reference/slide003_core092155.png,TranslationDataset/Test/input/slide003_core092155.png,51,29
TranslationDataset/Test/reference/slide003_core092156.png,TranslationDataset/Test/input/slide003_core092156.png,55,20
TranslationDataset/Test/reference/slide003_core092157.png,TranslationDataset/Test/input/slide003_core092157.png,18,51
TranslationDataset/Test/reference/slide003_core092158.png,TranslationDataset/Test/input/slide003_core092158.png,50,12
TranslationDataset/Test/reference/slide003_core092159.png,TranslationDataset/Test/input/slide003_core092159.png,56,10
TranslationDataset/Test/reference/slide003_core092160.png,TranslationDataset/Test/input/slide003_core092160.png,24,36
TranslationDataset/Test/reference/slide003_core092161.png,TranslationDataset/Test/input/slide003_core092161.png,50,13
TranslationDataset/Test/reference/slide003_core092162.png,TranslationDataset/Test/input/slide003_core092162.png,21,12
TranslationDataset/Test/reference/slide003_core092163.png,TranslationDataset/Test/input/slide003_core092163.png,23,25
TranslationDataset/Test/reference/slide003_core092164.png,TranslationDataset/Test/input/slide003_core092164.png,12,5
TranslationDataset/Test/reference/slide003_core092165.png,TranslationDataset/Test/input/slide003_core092165.png,21,16
TranslationDataset/Test/reference/slide003_core092166.png,TranslationDataset/Test/input/slide003_core092166.png,51,54
TranslationDataset/Test/reference/slide003_core092167.png,TranslationDataset/Test/input/slide003_core092167.png,4,37
TranslationDataset/Test/reference/slide003_core092168.png,TranslationDataset/Test/input/slide003_core092168.png,9,16
TranslationDataset/Test/reference/slide003_core092169.png,TranslationDataset/Test/input/slide003_core092169.png,7,46
TranslationDataset/Test/reference/slide003_core092170.png,TranslationDataset/Test/input/slide003_core092170.png,20,13
TranslationDataset/Test/reference/slide003_core092171.png,TranslationDataset/Test/input/slide003_core092171.png,38,25
TranslationDataset/Test/reference/slide003_core092172.png,TranslationDataset/Test/input/slide003_core092172.png,10,55
TranslationDataset/Test/reference/slide003_core092173.png,TranslationDataset/Test/input/slide003_core092173.png,40,6
TranslationDataset/Test/reference/slide003_core092174.png,TranslationDataset/Test/input/slide003_core092174.png,50,46
TranslationDataset/Test/reference/slide003_core092175.png,TranslationDataset/Test/input/slide003_core092175.png,6,35
TranslationDataset/Test/reference/slide003_core092176.png,TranslationDataset/Test/input/slide003_core092176.png,50,44
TranslationDataset/Test/reference/slide003_core092177.png,TranslationDataset/Test/input/slide003_core092177.png,29,37
TranslationDataset/Test/reference/slide003_core092178.png,TranslationDataset/Test/input/slide003_core092178.png,54,21
TranslationDataset/Test/reference/slide003_core092179.png,TranslationDataset/Test/input/slide003_core092179.png,55,39
TranslationDataset/Test/reference/slide003_core092180.png,TranslationDataset/Test/input/slide003_core092180.png,35,33
TranslationDataset/Test/reference/slide003_core092181.png,TranslationDataset/Test/input/slide003_core092181.png,34,19
TranslationDataset/Test/reference/slide003_core092182.png,TranslationDataset/Test/input/slide003_core092182.png,28,53
TranslationDataset/Test/reference/slide003_core092183.png,TranslationDataset/Test/input/slide003_core092183.png,9,21
TranslationDataset/Test/reference/slide003_core092184.png,TranslationDataset/Test/input/slide003_core092184.png,9,30
TranslationDataset/Test/reference/slide003_core092185.png,TranslationDataset/Test/input/slide003_core092185.png,57,28
TranslationDataset/Test/reference/slide003_core092186.png,TranslationDataset/Test/input/slide003_core092186.png,13,6
TranslationDataset/Test/reference/slide003_core092187.png,TranslationDataset/Test/input/slide003_core092187.png,16,47
TranslationDataset/Test/reference/slide003_core092188.png,TranslationDataset/Test/input/slide003_core092188.png,48,54
TranslationDataset/Test/reference/slide003_core092189.png,TranslationDataset/Test/input/slide003_core092189.png,43,27
TranslationDataset/Test/reference/slide003_core092190.png,TranslationDataset/Test/input/slide003_core092190.png,4,15
TranslationDataset/Test/reference/slide003_core092191.png,TranslationDataset/Test/input/slide003_core092191.png,18,43
TranslationDataset/Test/reference/slide003_core092192.png,TranslationDataset/Test/input/slide003_core092192.png,16,0
TranslationDataset/Test/reference/slide003_core092193.png,TranslationDataset/Test/input/slide003_core092193.png,54,42
TranslationDataset/Test/reference/slide003_core092194.png,TranslationDataset/Test/input/slide003_core092194.png,21,12
TranslationDataset/Test/reference/slide003_core092195.png,TranslationDataset/Test/input/slide003_core092195.png,45,53
TranslationDataset/Test/reference/slide003_core092196.png,TranslationDataset/Test/input/slide003_core092196.png,29,54
TranslationDataset/Test/reference/slide003_core092197.png,TranslationDataset/Test/input/slide003_core092197.png,55,8
TranslationDataset/Test/reference/slide003_core092198.png,TranslationDataset/Test/input/slide003_core092198.png,4,55
TranslationDataset/Test/reference/slide003_core092199.png,TranslationDataset/Test/input/slide003_core092199.png,27,23
TranslationDataset/Test/reference/slide003_core092200.png,TranslationDataset/Test/input/slide003_core092200.png,31,30
TranslationDataset/Test/reference/slide003_core092201.png,TranslationDataset/Test/input/slide003_core092201.png,16,34
TranslationDataset/Test/reference/slide003_core092202.png,TranslationDataset/Test/input/slide003_core092202.png,42,45
TranslationDataset/Test/reference/slide003_core092203.png,TranslationDataset/Test/input/slide003_core092203.png,13,27
TranslationDataset/Test/reference/slide003_core092204.png,TranslationDataset/Test/input/slide003_core092204.png,59,27
TranslationDataset/Test/reference/slide003_core092205.png,TranslationDataset/Test/input/slide003_core092205.png,24,18
TranslationDataset/Test/reference/slide003_core092206.png,TranslationDataset/Test/input/slide003_core092206.png,12,42
TranslationDataset/Test/reference/slide003_core092207.png,TranslationDataset/Test/input/slide003_core092207.png,38,1
TranslationDataset/Test/reference/slide003_core092208.png,TranslationDataset/Test/input/slide003_core092208.png,61,31
TranslationDataset/Test/reference/slide003_core092209.png,TranslationDataset/Test/input/slide003_core092209.png,12,16
TranslationDataset/Test/reference/slide003_core092210.png,TranslationDataset/Test/input/slide003_core092210.png,16,52
TranslationDataset/Test/reference/slide003_core092211.png,TranslationDataset/Test/input/slide003_core092211.png,23,58
TranslationDataset/Test/reference/slide003_core092212.png,TranslationDataset/Test/input/slide003_core092212.png,14,42
TranslationDataset/Test/reference/slide003_core092213.png,TranslationDataset/Test/input/slide003_core092213.png,30,29
TranslationDataset/Test/reference/slide003_core092214.png,TranslationDataset/Test/input/slide003_core092214.png,33,30
TranslationDataset/Test/reference/slide003_core092215.png,TranslationDataset/Test/input/slide003_core092215.png,31,36
TranslationDataset/Test/reference/slide003_core092216.png,TranslationDataset/Test/input/slide003_core092216.png,22,23
TranslationDataset/Test/reference/slide003_core092217.png,TranslationDataset/Test/input/slide003_core092217.png,60,34
TranslationDataset/Test/reference/slide003_core092218.png,TranslationDataset/Test/input/slide003_core092218.png,53,48
TranslationDataset/Test/reference/slide003_core092219.png,TranslationDataset/Test/input/slide003_core092219.png,7,44
TranslationDataset/Test/reference/slide003_core092220.png,TranslationDataset/Test/input/slide003_core092220.png,60,32
TranslationDataset/Test/reference/slide003_core092221.png,TranslationDataset/Test/input/slide003_core092221.png,9,5
TranslationDataset/Test/reference/slide003_core092222.png,TranslationDataset/Test/input/slide003_core092222.png,8,31
TranslationDataset/Test/reference/slide003_core092223.png,TranslationDataset/Test/input/slide003_core092223.png,4,7
TranslationDataset/Test/reference/slide003_core092224.png,TranslationDataset/Test/input/slide003_core092224.png,48,45
TranslationDataset/Test/reference/slide003_core092225.png,TranslationDataset/Test/input/slide003_core092225.png,26,50
TranslationDataset/Test/reference/slide003_core092226.png,TranslationDataset/Test/input/slide003_core092226.png,22,41
TranslationDataset/Test/reference/slide003_core092227.png,TranslationDataset/Test/input/slide003_core092227.png,44,27
TranslationDataset/Test/reference/slide003_core092228.png,TranslationDataset/Test/input/slide003_core092228.png,17,5
TranslationDataset/Test/reference/slide003_core092229.png,TranslationDataset/Test/input/slide003_core092229.png,62,41
TranslationDataset/Test/reference/slide003_core092230.png,TranslationDataset/Test/input/slide003_core092230.png,6,53
TranslationDataset/Test/reference/slide003_core092231.png,TranslationDataset/Test/input/slide003_core092231.png,10,9
TranslationDataset/Test/reference/slide003_core092232.png,TranslationDataset/Test/input/slide003_core092232.png,28,39
TranslationDataset/Test/reference/slide003_core092233.png,TranslationDataset/Test/input/slide003_core092233.png,51,58
TranslationDataset/Test/reference/slide003_core092234.png,TranslationDataset/Test/input/slide003_core092234.png,36,48
TranslationDataset/Test/reference/slide003_core092235.png,TranslationDataset/Test/input/slide003_core092235.png,36,53
TranslationDataset/Test/reference/slide003_core092236.png,TranslationDataset/Test/input/slide003_core092236.png,9,55
TranslationDataset/Test/reference/slide003_core092237.png,TranslationDataset/Test/input/slide003_core092237.png,28,3
TranslationDataset/Test/reference/slide003_core092238.png,TranslationDataset/Test/input/slide003_core092238.png,3,50
TranslationDataset/Test/reference/slide003_core092239.png,TranslationDataset/Test/input/slide003_core092239.png,52,47
TranslationDataset/Test/reference/slide003_core092240.png,TranslationDataset/Test/input/slide003_core092240.png,23,38
TranslationDataset/Test/reference/slide003_core092241.png,TranslationDataset/Test/input/slide003_core092241.png,52,10
TranslationDataset/Test/reference/slide003_core092242.png,TranslationDataset/Test/input/slide003_core092242.png,56,13
TranslationDataset/Test/reference/slide003_core092243.png,TranslationDataset/Test/input/slide003_core092243.png,17,21
TranslationDataset/Test/reference/slide003_core092244.png,TranslationDataset/Test/input/slide003_core092244.png,61,47
TranslationDataset/Test/reference/slide003_core092245.png,TranslationDataset/Test/input/slide003_core092245.png,60,9
TranslationDataset/Test/reference/slide003_core092246.png,TranslationDataset/Test/input/slide003_core092246.png,58,19
TranslationDataset/Test/reference/slide003_core092247.png,TranslationDataset/Test/input/slide003_core092247.png,15,44
TranslationDataset/Test/reference/slide003_core092248.png,TranslationDataset/Test/input/slide003_core092248.png,43,61
TranslationDataset/Test/reference/slide003_core092249.png,TranslationDataset/Test/input/slide003_core092249.png,30,8
TranslationDataset/Test/reference/slide003_core092250.png,TranslationDataset/Test/input/slide003_core092250.png,29,1
TranslationDataset/Test/reference/slide003_core092251.png,TranslationDataset/Test/input/slide003_core092251.png,0,46
TranslationDataset/Test/reference/slide003_core092252.png,TranslationDataset/Test/input/slide003_core092252.png,56,48
TranslationDataset/Test/reference/slide003_core092253.png,TranslationDataset/Test/input/slide003_core092253.png,12,62
TranslationDataset/Test/reference/slide003_core092254.png,TranslationDataset/Test/input/slide003_core092254.png,44,16
TranslationDataset/Test/reference/slide003_core092255.png,TranslationDataset/Test/input/slide003_core092255.png,23,26
TranslationDataset/Test/reference/slide003_core092256.png,TranslationDataset/Test/input/slide003_core092256.png,34,45
TranslationDataset/Test/reference/slide003_core092257.png,TranslationDataset/Test/input/slide003_core092257.png,10,60
TranslationDataset/Test/reference/slide003_core092258.png,TranslationDataset/Test/input/slide003_core092258.png,45,20
TranslationDataset/Test/reference/slide003_core092259.png,TranslationDataset/Test/input/slide003_core092259.png,26,14
TranslationDataset/Test/reference/slide003_core092260.png,TranslationDataset/Test/input/slide003_core092260.png,18,5
TranslationDataset/Test/reference/slide003_core092261.png,TranslationDataset/Test/input/slide003_core092261.png,4,35
TranslationDataset/Test/reference/slide003_core092262.png,TranslationDataset/Test/input/slide003_core092262.png,2,41
TranslationDataset/Test/reference/slide003_core092263.png,TranslationDataset/Test/input/slide003_core092263.png,37,24
TranslationDataset/Test/reference/slide003_core092264.png,TranslationDataset/Test/input/slide003_core092264.png,48,8
TranslationDataset/Test/reference/slide003_core092265.png,TranslationDataset/Test/input/slide003_core092265.png,13,32
TranslationDataset/Test/reference/slide003_core092266.png,TranslationDataset/Test/input/slide003_core092266.png,48,19
TranslationDataset/Test/reference/slide003_core092267.png,TranslationDataset/Test/input/slide003_core092267.png,0,32
TranslationDataset/Test/reference/slide003_core092268.png,TranslationDataset/Test/input/slide003_core092268.png,8,17
TranslationDataset/Test/reference/slide003_core092269.png,TranslationDataset/Test/input/slide003_core092269.png,60,35
TranslationDataset/Test/reference/slide003_core092270.png,TranslationDataset/Test/input/slide003_core092270.png,16,10
TranslationDataset/Test/reference/slide003_core092271.png,TranslationDataset/Test/input/slide003_core092271.png,5,24
TranslationDataset/Test/reference/slide003_core092272.png,TranslationDataset/Test/input/slide003_core092272.png,58,60
